country,year,sex,age,gdp_for_year ($),gdp_per_capita ($)
Ukraine,1991,female,5-14 years,"77,46,45,61,150",1607.0
Ukraine,1992,male,75+ years,"73,94,22,35,330",1525.0
Ukraine,1992,male,35-54 years,"73,94,22,35,330",1525.0
Ukraine,1992,male,55-74 years,"73,94,22,35,330",1525.0
Ukraine,1992,male,25-34 years,"73,94,22,35,330",1525.0
Ukraine,1992,female,75+ years,"73,94,22,35,330",1525.0
Ukraine,1992,male,15-24 years,"73,94,22,35,330",1525.0
Ukraine,1992,female,55-74 years,"73,94,22,35,330",1525.0
Ukraine,1992,female,35-54 years,"73,94,22,35,330",1525.0
Ukraine,1992,female,25-34 years,"73,94,22,35,330",1525.0
Ukraine,1992,female,15-24 years,"73,94,22,35,330",1525.0
Ukraine,1992,male,5-14 years,"73,94,22,35,330",1525.0
Ukraine,1992,female,5-14 years,"73,94,22,35,330",1525.0
Ukraine,1993,male,75+ years,"65,64,85,59,903",1349.0
Ukraine,1993,male,35-54 years,"65,64,85,59,903",1349.0
Ukraine,1993,male,55-74 years,"65,64,85,59,903",1349.0
Ukraine,1993,male,25-34 years,"65,64,85,59,903",1349.0
Ukraine,1993,female,75+ years,"65,64,85,59,903",1349.0
Ukraine,1993,male,15-24 years,"65,64,85,59,903",1349.0
Ukraine,1993,female,55-74 years,"65,64,85,59,903",1349.0
Ukraine,1993,female,35-54 years,"65,64,85,59,903",1349.0
Ukraine,1993,female,25-34 years,"65,64,85,59,903",1349.0
Ukraine,1993,female,15-24 years,"65,64,85,59,903",1349.0
Ukraine,1993,male,5-14 years,"65,64,85,59,903",1349.0
Ukraine,1993,female,5-14 years,"65,64,85,59,903",1349.0
Ukraine,1994,male,75+ years,"52,54,95,55,149",1081.0
Ukraine,1994,male,55-74 years,"52,54,95,55,149",1081.0
Ukraine,1994,male,35-54 years,"52,54,95,55,149",1081.0
Ukraine,1994,male,25-34 years,"52,54,95,55,149",1081.0
Ukraine,1994,female,75+ years,"52,54,95,55,149",1081.0
Ukraine,1994,male,15-24 years,"52,54,95,55,149",1081.0
Ukraine,1994,female,55-74 years,"52,54,95,55,149",1081.0
Ukraine,1994,female,35-54 years,"52,54,95,55,149",1081.0
Ukraine,1994,female,25-34 years,"52,54,95,55,149",1081.0
Ukraine,1994,female,15-24 years,"52,54,95,55,149",1081.0
Ukraine,1994,male,5-14 years,"52,54,95,55,149",1081.0
Ukraine,1994,female,5-14 years,"52,54,95,55,149",1081.0
Ukraine,1995,male,75+ years,"48,21,38,68,178",996.0
Ukraine,1995,male,55-74 years,"48,21,38,68,178",996.0
Ukraine,1995,male,35-54 years,"48,21,38,68,178",996.0
Ukraine,1995,male,25-34 years,"48,21,38,68,178",996.0
Ukraine,1995,male,15-24 years,"48,21,38,68,178",996.0
Ukraine,1995,female,75+ years,"48,21,38,68,178",996.0
Ukraine,1995,female,55-74 years,"48,21,38,68,178",996.0
Ukraine,1995,female,35-54 years,"48,21,38,68,178",996.0
Ukraine,1995,female,25-34 years,"48,21,38,68,178",996.0
Ukraine,1995,female,15-24 years,"48,21,38,68,178",996.0
Ukraine,1995,male,5-14 years,"48,21,38,68,178",996.0
Ukraine,1995,female,5-14 years,"48,21,38,68,178",996.0
Ukraine,1996,male,75+ years,"44,55,80,77,827",925.0
Ukraine,1996,male,55-74 years,"44,55,80,77,827",925.0
Ukraine,1996,male,35-54 years,"44,55,80,77,827",925.0
Ukraine,1996,male,25-34 years,"44,55,80,77,827",925.0
Ukraine,1996,male,15-24 years,"44,55,80,77,827",925.0
Ukraine,1996,female,75+ years,"44,55,80,77,827",925.0
Ukraine,1996,female,55-74 years,"44,55,80,77,827",925.0
Ukraine,1996,female,35-54 years,"44,55,80,77,827",925.0
Ukraine,1996,female,25-34 years,"44,55,80,77,827",925.0
Ukraine,1996,female,15-24 years,"44,55,80,77,827",925.0
Ukraine,1996,male,5-14 years,"44,55,80,77,827",925.0
Ukraine,1996,female,5-14 years,"44,55,80,77,827",925.0
Ukraine,1997,male,55-74 years,"50,15,03,99,792",1046.0
Ukraine,1997,male,75+ years,"50,15,03,99,792",1046.0
Ukraine,1997,male,35-54 years,"50,15,03,99,792",1046.0
Ukraine,1997,male,25-34 years,"50,15,03,99,792",1046.0
Ukraine,1997,male,15-24 years,"50,15,03,99,792",1046.0
Ukraine,1997,female,75+ years,"50,15,03,99,792",1046.0
Ukraine,1997,female,55-74 years,"50,15,03,99,792",1046.0
Ukraine,1997,female,35-54 years,"50,15,03,99,792",1046.0
Ukraine,1997,female,25-34 years,"50,15,03,99,792",1046.0
Ukraine,1997,female,15-24 years,"50,15,03,99,792",1046.0
Ukraine,1997,male,5-14 years,"50,15,03,99,792",1046.0
Ukraine,1997,female,5-14 years,"50,15,03,99,792",1046.0
Ukraine,1998,male,55-74 years,"41,88,32,41,472",879.0
Ukraine,1998,male,75+ years,"41,88,32,41,472",879.0
Ukraine,1998,male,35-54 years,"41,88,32,41,472",879.0
Ukraine,1998,male,25-34 years,"41,88,32,41,472",879.0
Ukraine,1998,male,15-24 years,"41,88,32,41,472",879.0
Ukraine,1998,female,75+ years,"41,88,32,41,472",879.0
Ukraine,1998,female,55-74 years,"41,88,32,41,472",879.0
Ukraine,1998,female,35-54 years,"41,88,32,41,472",879.0
Ukraine,1998,female,25-34 years,"41,88,32,41,472",879.0
Ukraine,1998,female,15-24 years,"41,88,32,41,472",879.0
Ukraine,1998,male,5-14 years,"41,88,32,41,472",879.0
Ukraine,1998,female,5-14 years,"41,88,32,41,472",879.0
Ukraine,1999,male,55-74 years,"31,58,06,39,045",666.0
Ukraine,1999,male,35-54 years,"31,58,06,39,045",666.0
Ukraine,1999,male,75+ years,"31,58,06,39,045",666.0
Ukraine,1999,male,25-34 years,"31,58,06,39,045",666.0
Ukraine,1999,male,15-24 years,"31,58,06,39,045",666.0
Ukraine,1999,female,75+ years,"31,58,06,39,045",666.0
Ukraine,1999,female,55-74 years,"31,58,06,39,045",666.0
Ukraine,1999,female,35-54 years,"31,58,06,39,045",666.0
Ukraine,1999,female,25-34 years,"31,58,06,39,045",666.0
Ukraine,1999,female,15-24 years,"31,58,06,39,045",666.0
Ukraine,1999,male,5-14 years,"31,58,06,39,045",666.0
Ukraine,1999,female,5-14 years,"31,58,06,39,045",666.0
Ukraine,2000,male,55-74 years,"31,26,15,27,363",663.0
Ukraine,2000,male,35-54 years,"31,26,15,27,363",663.0
Ukraine,2000,male,75+ years,"31,26,15,27,363",663.0
Ukraine,2000,male,25-34 years,"31,26,15,27,363",663.0
Ukraine,2000,male,15-24 years,"31,26,15,27,363",663.0
Ukraine,2000,female,75+ years,"31,26,15,27,363",663.0
Ukraine,2000,female,55-74 years,"31,26,15,27,363",663.0
Ukraine,2000,female,35-54 years,"31,26,15,27,363",663.0
Ukraine,2000,female,25-34 years,"31,26,15,27,363",663.0
Ukraine,2000,female,15-24 years,"31,26,15,27,363",663.0
Ukraine,2000,male,5-14 years,"31,26,15,27,363",663.0
Ukraine,2000,female,5-14 years,"31,26,15,27,363",663.0
Ukraine,2001,male,55-74 years,"38,00,93,44,577",812.0
Ukraine,2001,male,35-54 years,"38,00,93,44,577",812.0
Ukraine,2001,male,75+ years,"38,00,93,44,577",812.0
Ukraine,2001,male,25-34 years,"38,00,93,44,577",812.0
Ukraine,2001,male,15-24 years,"38,00,93,44,577",812.0
Ukraine,2001,female,75+ years,"38,00,93,44,577",812.0
Ukraine,2001,female,55-74 years,"38,00,93,44,577",812.0
Ukraine,2001,female,35-54 years,"38,00,93,44,577",812.0
Ukraine,2001,female,25-34 years,"38,00,93,44,577",812.0
Ukraine,2001,female,15-24 years,"38,00,93,44,577",812.0
Ukraine,2001,male,5-14 years,"38,00,93,44,577",812.0
Ukraine,2001,female,5-14 years,"38,00,93,44,577",812.0
Ukraine,2002,male,75+ years,"42,39,28,96,031",920.0
Ukraine,2002,male,55-74 years,"42,39,28,96,031",920.0
Ukraine,2002,male,35-54 years,"42,39,28,96,031",920.0
Ukraine,2002,male,25-34 years,"42,39,28,96,031",920.0
Ukraine,2002,male,15-24 years,"42,39,28,96,031",920.0
Ukraine,2002,female,75+ years,"42,39,28,96,031",920.0
Ukraine,2002,female,55-74 years,"42,39,28,96,031",920.0
Ukraine,2002,female,35-54 years,"42,39,28,96,031",920.0
Ukraine,2002,female,25-34 years,"42,39,28,96,031",920.0
Ukraine,2002,female,15-24 years,"42,39,28,96,031",920.0
Ukraine,2002,male,5-14 years,"42,39,28,96,031",920.0
Ukraine,2002,female,5-14 years,"42,39,28,96,031",920.0
Ukraine,2003,male,75+ years,"50,13,29,53,288",1097.0
Ukraine,2003,male,55-74 years,"50,13,29,53,288",1097.0
Ukraine,2003,male,35-54 years,"50,13,29,53,288",1097.0
Ukraine,2003,male,25-34 years,"50,13,29,53,288",1097.0
Ukraine,2003,male,15-24 years,"50,13,29,53,288",1097.0
Ukraine,2003,female,75+ years,"50,13,29,53,288",1097.0
Ukraine,2003,female,55-74 years,"50,13,29,53,288",1097.0
Ukraine,2003,female,35-54 years,"50,13,29,53,288",1097.0
Ukraine,2003,female,25-34 years,"50,13,29,53,288",1097.0
Ukraine,2003,female,15-24 years,"50,13,29,53,288",1097.0
Ukraine,2003,male,5-14 years,"50,13,29,53,288",1097.0
Ukraine,2003,female,5-14 years,"50,13,29,53,288",1097.0
Ukraine,2004,male,75+ years,"64,88,30,60,726",1432.0
Ukraine,2004,male,35-54 years,"64,88,30,60,726",1432.0
Ukraine,2004,male,55-74 years,"64,88,30,60,726",1432.0
Ukraine,2004,male,25-34 years,"64,88,30,60,726",1432.0
Ukraine,2004,male,15-24 years,"64,88,30,60,726",1432.0
Ukraine,2004,female,75+ years,"64,88,30,60,726",1432.0
Ukraine,2004,female,55-74 years,"64,88,30,60,726",1432.0
Ukraine,2004,female,35-54 years,"64,88,30,60,726",1432.0
Ukraine,2004,female,25-34 years,"64,88,30,60,726",1432.0
Ukraine,2004,female,15-24 years,"64,88,30,60,726",1432.0
Ukraine,2004,male,5-14 years,"64,88,30,60,726",1432.0
Ukraine,2004,female,5-14 years,"64,88,30,60,726",1432.0
Ukraine,2005,male,75+ years,"86,14,20,18,069",1917.0
Ukraine,2005,male,35-54 years,"86,14,20,18,069",1917.0
Ukraine,2005,male,55-74 years,"86,14,20,18,069",1917.0
Ukraine,2005,male,25-34 years,"86,14,20,18,069",1917.0
Ukraine,2005,male,15-24 years,"86,14,20,18,069",1917.0
Ukraine,2005,female,75+ years,"86,14,20,18,069",1917.0
Ukraine,2005,female,55-74 years,"86,14,20,18,069",1917.0
Ukraine,2005,female,35-54 years,"86,14,20,18,069",1917.0
Ukraine,2005,female,25-34 years,"86,14,20,18,069",1917.0
Ukraine,2005,female,15-24 years,"86,14,20,18,069",1917.0
Ukraine,2005,male,5-14 years,"86,14,20,18,069",1917.0
Ukraine,2005,female,5-14 years,"86,14,20,18,069",1917.0
Ukraine,2006,male,75+ years,"1,07,75,30,69,307",2418.0
Ukraine,2006,male,35-54 years,"1,07,75,30,69,307",2418.0
Ukraine,2006,male,55-74 years,"1,07,75,30,69,307",2418.0
Ukraine,2006,male,25-34 years,"1,07,75,30,69,307",2418.0
Ukraine,2006,male,15-24 years,"1,07,75,30,69,307",2418.0
Ukraine,2006,female,75+ years,"1,07,75,30,69,307",2418.0
Ukraine,2006,female,55-74 years,"1,07,75,30,69,307",2418.0
Ukraine,2006,female,35-54 years,"1,07,75,30,69,307",2418.0
Ukraine,2006,female,25-34 years,"1,07,75,30,69,307",2418.0
Ukraine,2006,female,15-24 years,"1,07,75,30,69,307",2418.0
Ukraine,2006,male,5-14 years,"1,07,75,30,69,307",2418.0
Ukraine,2006,female,5-14 years,"1,07,75,30,69,307",2418.0
Ukraine,2007,male,75+ years,"1,42,71,90,09,901",3229.0
Ukraine,2007,male,35-54 years,"1,42,71,90,09,901",3229.0
Ukraine,2007,male,55-74 years,"1,42,71,90,09,901",3229.0
Ukraine,2007,male,25-34 years,"1,42,71,90,09,901",3229.0
Ukraine,2007,male,15-24 years,"1,42,71,90,09,901",3229.0
Ukraine,2007,female,75+ years,"1,42,71,90,09,901",3229.0
Ukraine,2007,female,55-74 years,"1,42,71,90,09,901",3229.0
Ukraine,2007,female,35-54 years,"1,42,71,90,09,901",3229.0
Ukraine,2007,female,25-34 years,"1,42,71,90,09,901",3229.0
Ukraine,2007,female,15-24 years,"1,42,71,90,09,901",3229.0
Ukraine,2007,male,5-14 years,"1,42,71,90,09,901",3229.0
Ukraine,2007,female,5-14 years,"1,42,71,90,09,901",3229.0
Ukraine,2008,male,75+ years,"1,79,99,24,05,832",4104.0
Ukraine,2008,male,55-74 years,"1,79,99,24,05,832",4104.0
Ukraine,2008,male,35-54 years,"1,79,99,24,05,832",4104.0
Ukraine,2008,male,25-34 years,"1,79,99,24,05,832",4104.0
Ukraine,2008,male,15-24 years,"1,79,99,24,05,832",4104.0
Ukraine,2008,female,75+ years,"1,79,99,24,05,832",4104.0
Ukraine,2008,female,55-74 years,"1,79,99,24,05,832",4104.0
Ukraine,2008,female,35-54 years,"1,79,99,24,05,832",4104.0
Ukraine,2008,female,25-34 years,"1,79,99,24,05,832",4104.0
Ukraine,2008,female,15-24 years,"1,79,99,24,05,832",4104.0
Ukraine,2008,male,5-14 years,"1,79,99,24,05,832",4104.0
Ukraine,2008,female,5-14 years,"1,79,99,24,05,832",4104.0
Ukraine,2009,male,75+ years,"1,17,22,77,69,792",2691.0
Ukraine,2009,male,35-54 years,"1,17,22,77,69,792",2691.0
Ukraine,2009,male,55-74 years,"1,17,22,77,69,792",2691.0
Ukraine,2009,male,25-34 years,"1,17,22,77,69,792",2691.0
Ukraine,2009,male,15-24 years,"1,17,22,77,69,792",2691.0
Ukraine,2009,female,75+ years,"1,17,22,77,69,792",2691.0
Ukraine,2009,female,55-74 years,"1,17,22,77,69,792",2691.0
Ukraine,2009,female,35-54 years,"1,17,22,77,69,792",2691.0
Ukraine,2009,female,25-34 years,"1,17,22,77,69,792",2691.0
Ukraine,2009,female,15-24 years,"1,17,22,77,69,792",2691.0
Ukraine,2009,male,5-14 years,"1,17,22,77,69,792",2691.0
Ukraine,2009,female,5-14 years,"1,17,22,77,69,792",2691.0
Ukraine,2010,male,75+ years,"1,36,01,31,55,905",3141.0
Ukraine,2010,male,55-74 years,"1,36,01,31,55,905",3141.0
Ukraine,2010,male,35-54 years,"1,36,01,31,55,905",3141.0
Ukraine,2010,male,25-34 years,"1,36,01,31,55,905",3141.0
Ukraine,2010,male,15-24 years,"1,36,01,31,55,905",3141.0
Ukraine,2010,female,75+ years,"1,36,01,31,55,905",3141.0
Ukraine,2010,female,55-74 years,"1,36,01,31,55,905",3141.0
Ukraine,2010,female,35-54 years,"1,36,01,31,55,905",3141.0
Ukraine,2010,female,15-24 years,"1,36,01,31,55,905",3141.0
Ukraine,2010,female,25-34 years,"1,36,01,31,55,905",3141.0
Ukraine,2010,male,5-14 years,"1,36,01,31,55,905",3141.0
Ukraine,2010,female,5-14 years,"1,36,01,31,55,905",3141.0
Ukraine,2011,male,75+ years,"1,63,15,96,71,670",3788.0
Ukraine,2011,male,55-74 years,"1,63,15,96,71,670",3788.0
Ukraine,2011,male,35-54 years,"1,63,15,96,71,670",3788.0
Ukraine,2011,male,25-34 years,"1,63,15,96,71,670",3788.0
Ukraine,2011,male,15-24 years,"1,63,15,96,71,670",3788.0
Ukraine,2011,female,75+ years,"1,63,15,96,71,670",3788.0
Ukraine,2011,female,55-74 years,"1,63,15,96,71,670",3788.0
Ukraine,2011,female,35-54 years,"1,63,15,96,71,670",3788.0
Ukraine,2011,female,15-24 years,"1,63,15,96,71,670",3788.0
Ukraine,2011,female,25-34 years,"1,63,15,96,71,670",3788.0
Ukraine,2011,male,5-14 years,"1,63,15,96,71,670",3788.0
Ukraine,2011,female,5-14 years,"1,63,15,96,71,670",3788.0
Ukraine,2012,male,75+ years,"1,75,78,13,79,051",4096.0
Ukraine,2012,male,55-74 years,"1,75,78,13,79,051",4096.0
Ukraine,2012,male,35-54 years,"1,75,78,13,79,051",4096.0
Ukraine,2012,male,25-34 years,"1,75,78,13,79,051",4096.0
Ukraine,2012,male,15-24 years,"1,75,78,13,79,051",4096.0
Ukraine,2012,female,75+ years,"1,75,78,13,79,051",4096.0
Ukraine,2012,female,55-74 years,"1,75,78,13,79,051",4096.0
Ukraine,2012,female,35-54 years,"1,75,78,13,79,051",4096.0
Ukraine,2012,female,25-34 years,"1,75,78,13,79,051",4096.0
Ukraine,2012,female,15-24 years,"1,75,78,13,79,051",4096.0
Ukraine,2012,male,5-14 years,"1,75,78,13,79,051",4096.0
Ukraine,2012,female,5-14 years,"1,75,78,13,79,051",4096.0
Ukraine,2014,male,75+ years,"1,33,50,34,11,376",3299.0
Ukraine,2014,male,55-74 years,"1,33,50,34,11,376",3299.0
Ukraine,2014,male,35-54 years,"1,33,50,34,11,376",3299.0
Ukraine,2014,male,25-34 years,"1,33,50,34,11,376",3299.0
Ukraine,2014,male,15-24 years,"1,33,50,34,11,376",3299.0
Ukraine,2014,female,75+ years,"1,33,50,34,11,376",3299.0
Ukraine,2014,female,55-74 years,"1,33,50,34,11,376",3299.0
Ukraine,2014,female,35-54 years,"1,33,50,34,11,376",3299.0
Ukraine,2014,female,25-34 years,"1,33,50,34,11,376",3299.0
Ukraine,2014,female,15-24 years,"1,33,50,34,11,376",3299.0
Ukraine,2014,male,5-14 years,"1,33,50,34,11,376",3299.0
Ukraine,2014,female,5-14 years,"1,33,50,34,11,376",3299.0
Ukraine,2015,male,75+ years,"91,03,09,59,455",2256.0
Ukraine,2015,male,55-74 years,"91,03,09,59,455",2256.0
Ukraine,2015,male,35-54 years,"91,03,09,59,455",2256.0
Ukraine,2015,male,25-34 years,"91,03,09,59,455",2256.0
Ukraine,2015,male,15-24 years,"91,03,09,59,455",2256.0
Ukraine,2015,female,75+ years,"91,03,09,59,455",2256.0
Ukraine,2015,female,55-74 years,"91,03,09,59,455",2256.0
Ukraine,2015,female,35-54 years,"91,03,09,59,455",2256.0
Ukraine,2015,female,15-24 years,"91,03,09,59,455",2256.0
Ukraine,2015,female,25-34 years,"91,03,09,59,455",2256.0
Ukraine,2015,male,5-14 years,"91,03,09,59,455",2256.0
Ukraine,2015,female,5-14 years,"91,03,09,59,455",2256.0
United Arab Emirates,2005,male,35-54 years,"1,80,61,70,18,380",42196.0
United Arab Emirates,2005,male,55-74 years,"1,80,61,70,18,380",42196.0
United Arab Emirates,2005,female,15-24 years,"1,80,61,70,18,380",42196.0
United Arab Emirates,2005,male,25-34 years,"1,80,61,70,18,380",42196.0
United Arab Emirates,2005,female,25-34 years,"1,80,61,70,18,380",42196.0
United Arab Emirates,2005,male,15-24 years,"1,80,61,70,18,380",42196.0
United Arab Emirates,2005,female,35-54 years,"1,80,61,70,18,380",42196.0
United Arab Emirates,2005,female,5-14 years,"1,80,61,70,18,380",42196.0
United Arab Emirates,2005,female,55-74 years,"1,80,61,70,18,380",42196.0
United Arab Emirates,2005,female,75+ years,"1,80,61,70,18,380",42196.0
United Arab Emirates,2005,male,5-14 years,"1,80,61,70,18,380",42196.0
United Arab Emirates,2005,male,75+ years,"1,80,61,70,18,380",42196.0
United Arab Emirates,2006,female,55-74 years,"2,22,11,65,41,865",45110.0
United Arab Emirates,2006,male,25-34 years,"2,22,11,65,41,865",45110.0
United Arab Emirates,2006,male,35-54 years,"2,22,11,65,41,865",45110.0
United Arab Emirates,2006,female,35-54 years,"2,22,11,65,41,865",45110.0
United Arab Emirates,2006,male,55-74 years,"2,22,11,65,41,865",45110.0
United Arab Emirates,2006,female,25-34 years,"2,22,11,65,41,865",45110.0
United Arab Emirates,2006,male,15-24 years,"2,22,11,65,41,865",45110.0
United Arab Emirates,2006,female,15-24 years,"2,22,11,65,41,865",45110.0
United Arab Emirates,2006,female,5-14 years,"2,22,11,65,41,865",45110.0
United Arab Emirates,2006,female,75+ years,"2,22,11,65,41,865",45110.0
United Arab Emirates,2006,male,5-14 years,"2,22,11,65,41,865",45110.0
United Arab Emirates,2006,male,75+ years,"2,22,11,65,41,865",45110.0
United Arab Emirates,2007,female,55-74 years,"2,57,91,61,33,424",45285.0
United Arab Emirates,2007,male,15-24 years,"2,57,91,61,33,424",45285.0
United Arab Emirates,2007,male,35-54 years,"2,57,91,61,33,424",45285.0
United Arab Emirates,2007,male,25-34 years,"2,57,91,61,33,424",45285.0
United Arab Emirates,2007,male,55-74 years,"2,57,91,61,33,424",45285.0
United Arab Emirates,2007,female,15-24 years,"2,57,91,61,33,424",45285.0
United Arab Emirates,2007,female,25-34 years,"2,57,91,61,33,424",45285.0
United Arab Emirates,2007,female,35-54 years,"2,57,91,61,33,424",45285.0
United Arab Emirates,2007,female,5-14 years,"2,57,91,61,33,424",45285.0
United Arab Emirates,2007,female,75+ years,"2,57,91,61,33,424",45285.0
United Arab Emirates,2007,male,5-14 years,"2,57,91,61,33,424",45285.0
United Arab Emirates,2007,male,75+ years,"2,57,91,61,33,424",45285.0
United Arab Emirates,2008,male,15-24 years,"3,15,47,46,15,739",48457.0
United Arab Emirates,2008,male,55-74 years,"3,15,47,46,15,739",48457.0
United Arab Emirates,2008,female,25-34 years,"3,15,47,46,15,739",48457.0
United Arab Emirates,2008,male,35-54 years,"3,15,47,46,15,739",48457.0
United Arab Emirates,2008,male,25-34 years,"3,15,47,46,15,739",48457.0
United Arab Emirates,2008,female,15-24 years,"3,15,47,46,15,739",48457.0
United Arab Emirates,2008,female,35-54 years,"3,15,47,46,15,739",48457.0
United Arab Emirates,2008,female,5-14 years,"3,15,47,46,15,739",48457.0
United Arab Emirates,2008,female,55-74 years,"3,15,47,46,15,739",48457.0
United Arab Emirates,2008,female,75+ years,"3,15,47,46,15,739",48457.0
United Arab Emirates,2008,male,5-14 years,"3,15,47,46,15,739",48457.0
United Arab Emirates,2008,male,75+ years,"3,15,47,46,15,739",48457.0
United Arab Emirates,2009,male,25-34 years,"2,53,54,73,58,747",34960.0
United Arab Emirates,2009,male,15-24 years,"2,53,54,73,58,747",34960.0
United Arab Emirates,2009,male,35-54 years,"2,53,54,73,58,747",34960.0
United Arab Emirates,2009,male,55-74 years,"2,53,54,73,58,747",34960.0
United Arab Emirates,2009,female,15-24 years,"2,53,54,73,58,747",34960.0
United Arab Emirates,2009,female,25-34 years,"2,53,54,73,58,747",34960.0
United Arab Emirates,2009,female,5-14 years,"2,53,54,73,58,747",34960.0
United Arab Emirates,2009,female,35-54 years,"2,53,54,73,58,747",34960.0
United Arab Emirates,2009,female,55-74 years,"2,53,54,73,58,747",34960.0
United Arab Emirates,2009,female,75+ years,"2,53,54,73,58,747",34960.0
United Arab Emirates,2009,male,5-14 years,"2,53,54,73,58,747",34960.0
United Arab Emirates,2009,male,75+ years,"2,53,54,73,58,747",34960.0
United Arab Emirates,2010,male,75+ years,"2,89,78,73,38,325",36964.0
United Arab Emirates,2010,male,55-74 years,"2,89,78,73,38,325",36964.0
United Arab Emirates,2010,female,25-34 years,"2,89,78,73,38,325",36964.0
United Arab Emirates,2010,female,55-74 years,"2,89,78,73,38,325",36964.0
United Arab Emirates,2010,male,25-34 years,"2,89,78,73,38,325",36964.0
United Arab Emirates,2010,female,15-24 years,"2,89,78,73,38,325",36964.0
United Arab Emirates,2010,male,35-54 years,"2,89,78,73,38,325",36964.0
United Arab Emirates,2010,male,15-24 years,"2,89,78,73,38,325",36964.0
United Arab Emirates,2010,female,35-54 years,"2,89,78,73,38,325",36964.0
United Arab Emirates,2010,female,5-14 years,"2,89,78,73,38,325",36964.0
United Arab Emirates,2010,female,75+ years,"2,89,78,73,38,325",36964.0
United Arab Emirates,2010,male,5-14 years,"2,89,78,73,38,325",36964.0
United Kingdom,1985,male,75+ years,"4,89,28,51,64,271",9231.0
United Kingdom,1985,male,55-74 years,"4,89,28,51,64,271",9231.0
United Kingdom,1985,male,35-54 years,"4,89,28,51,64,271",9231.0
United Kingdom,1985,male,25-34 years,"4,89,28,51,64,271",9231.0
United Kingdom,1985,female,55-74 years,"4,89,28,51,64,271",9231.0
United Kingdom,1985,female,75+ years,"4,89,28,51,64,271",9231.0
