country,year,sex,age,gdp_for_year ($),gdp_per_capita ($)
Turkey,2015,male,5-14 years,"8,59,79,68,72,794",11961.0
Turkmenistan,1987,male,75+ years,"2,33,13,58,820",815.0
Turkmenistan,1987,male,55-74 years,"2,33,13,58,820",815.0
Turkmenistan,1987,female,75+ years,"2,33,13,58,820",815.0
Turkmenistan,1987,male,35-54 years,"2,33,13,58,820",815.0
Turkmenistan,1987,female,55-74 years,"2,33,13,58,820",815.0
Turkmenistan,1987,male,25-34 years,"2,33,13,58,820",815.0
Turkmenistan,1987,male,15-24 years,"2,33,13,58,820",815.0
Turkmenistan,1987,female,35-54 years,"2,33,13,58,820",815.0
Turkmenistan,1987,female,15-24 years,"2,33,13,58,820",815.0
Turkmenistan,1987,female,25-34 years,"2,33,13,58,820",815.0
Turkmenistan,1987,male,5-14 years,"2,33,13,58,820",815.0
Turkmenistan,1987,female,5-14 years,"2,33,13,58,820",815.0
Turkmenistan,1988,male,75+ years,"3,01,09,82,414",1029.0
Turkmenistan,1988,male,35-54 years,"3,01,09,82,414",1029.0
Turkmenistan,1988,male,55-74 years,"3,01,09,82,414",1029.0
Turkmenistan,1988,female,75+ years,"3,01,09,82,414",1029.0
Turkmenistan,1988,male,25-34 years,"3,01,09,82,414",1029.0
Turkmenistan,1988,male,15-24 years,"3,01,09,82,414",1029.0
Turkmenistan,1988,female,55-74 years,"3,01,09,82,414",1029.0
Turkmenistan,1988,female,35-54 years,"3,01,09,82,414",1029.0
Turkmenistan,1988,female,15-24 years,"3,01,09,82,414",1029.0
Turkmenistan,1988,female,25-34 years,"3,01,09,82,414",1029.0
Turkmenistan,1988,female,5-14 years,"3,01,09,82,414",1029.0
Turkmenistan,1988,male,5-14 years,"3,01,09,82,414",1029.0
Turkmenistan,1989,male,35-54 years,"3,00,69,88,217",1003.0
Turkmenistan,1989,male,75+ years,"3,00,69,88,217",1003.0
Turkmenistan,1989,male,25-34 years,"3,00,69,88,217",1003.0
Turkmenistan,1989,male,55-74 years,"3,00,69,88,217",1003.0
Turkmenistan,1989,female,75+ years,"3,00,69,88,217",1003.0
Turkmenistan,1989,female,55-74 years,"3,00,69,88,217",1003.0
Turkmenistan,1989,male,15-24 years,"3,00,69,88,217",1003.0
Turkmenistan,1989,female,15-24 years,"3,00,69,88,217",1003.0
Turkmenistan,1989,female,35-54 years,"3,00,69,88,217",1003.0
Turkmenistan,1989,female,25-34 years,"3,00,69,88,217",1003.0
Turkmenistan,1989,male,5-14 years,"3,00,69,88,217",1003.0
Turkmenistan,1989,female,5-14 years,"3,00,69,88,217",1003.0
Turkmenistan,1990,female,75+ years,"3,18,95,39,641",1036.0
Turkmenistan,1990,male,75+ years,"3,18,95,39,641",1036.0
Turkmenistan,1990,male,35-54 years,"3,18,95,39,641",1036.0
Turkmenistan,1990,male,25-34 years,"3,18,95,39,641",1036.0
Turkmenistan,1990,male,55-74 years,"3,18,95,39,641",1036.0
Turkmenistan,1990,male,15-24 years,"3,18,95,39,641",1036.0
Turkmenistan,1990,female,15-24 years,"3,18,95,39,641",1036.0
Turkmenistan,1990,female,35-54 years,"3,18,95,39,641",1036.0
Turkmenistan,1990,female,55-74 years,"3,18,95,39,641",1036.0
Turkmenistan,1990,female,25-34 years,"3,18,95,39,641",1036.0
Turkmenistan,1990,male,5-14 years,"3,18,95,39,641",1036.0
Turkmenistan,1990,female,5-14 years,"3,18,95,39,641",1036.0
Turkmenistan,1991,male,35-54 years,"3,20,80,98,919",1014.0
Turkmenistan,1991,male,75+ years,"3,20,80,98,919",1014.0
Turkmenistan,1991,male,55-74 years,"3,20,80,98,919",1014.0
Turkmenistan,1991,male,25-34 years,"3,20,80,98,919",1014.0
Turkmenistan,1991,male,15-24 years,"3,20,80,98,919",1014.0
Turkmenistan,1991,female,55-74 years,"3,20,80,98,919",1014.0
Turkmenistan,1991,female,15-24 years,"3,20,80,98,919",1014.0
Turkmenistan,1991,female,25-34 years,"3,20,80,98,919",1014.0
Turkmenistan,1991,female,75+ years,"3,20,80,98,919",1014.0
Turkmenistan,1991,female,35-54 years,"3,20,80,98,919",1014.0
Turkmenistan,1991,male,5-14 years,"3,20,80,98,919",1014.0
Turkmenistan,1991,female,5-14 years,"3,20,80,98,919",1014.0
Turkmenistan,1992,male,35-54 years,"3,20,05,39,816",984.0
Turkmenistan,1992,male,25-34 years,"3,20,05,39,816",984.0
Turkmenistan,1992,male,15-24 years,"3,20,05,39,816",984.0
Turkmenistan,1992,female,75+ years,"3,20,05,39,816",984.0
Turkmenistan,1992,female,15-24 years,"3,20,05,39,816",984.0
Turkmenistan,1992,female,55-74 years,"3,20,05,39,816",984.0
Turkmenistan,1992,male,55-74 years,"3,20,05,39,816",984.0
Turkmenistan,1992,male,75+ years,"3,20,05,39,816",984.0
Turkmenistan,1992,female,35-54 years,"3,20,05,39,816",984.0
Turkmenistan,1992,female,25-34 years,"3,20,05,39,816",984.0
Turkmenistan,1992,male,5-14 years,"3,20,05,39,816",984.0
Turkmenistan,1992,female,5-14 years,"3,20,05,39,816",984.0
Turkmenistan,1993,male,75+ years,"3,17,92,25,949",954.0
Turkmenistan,1993,male,35-54 years,"3,17,92,25,949",954.0
Turkmenistan,1993,male,55-74 years,"3,17,92,25,949",954.0
Turkmenistan,1993,male,25-34 years,"3,17,92,25,949",954.0
Turkmenistan,1993,female,55-74 years,"3,17,92,25,949",954.0
Turkmenistan,1993,male,15-24 years,"3,17,92,25,949",954.0
Turkmenistan,1993,female,15-24 years,"3,17,92,25,949",954.0
Turkmenistan,1993,female,75+ years,"3,17,92,25,949",954.0
Turkmenistan,1993,female,25-34 years,"3,17,92,25,949",954.0
Turkmenistan,1993,female,35-54 years,"3,17,92,25,949",954.0
Turkmenistan,1993,male,5-14 years,"3,17,92,25,949",954.0
Turkmenistan,1993,female,5-14 years,"3,17,92,25,949",954.0
Turkmenistan,1994,female,75+ years,"2,56,11,18,608",748.0
Turkmenistan,1994,male,55-74 years,"2,56,11,18,608",748.0
Turkmenistan,1994,male,35-54 years,"2,56,11,18,608",748.0
Turkmenistan,1994,male,25-34 years,"2,56,11,18,608",748.0
Turkmenistan,1994,male,15-24 years,"2,56,11,18,608",748.0
Turkmenistan,1994,female,55-74 years,"2,56,11,18,608",748.0
Turkmenistan,1994,female,15-24 years,"2,56,11,18,608",748.0
Turkmenistan,1994,male,75+ years,"2,56,11,18,608",748.0
Turkmenistan,1994,female,35-54 years,"2,56,11,18,608",748.0
Turkmenistan,1994,female,25-34 years,"2,56,11,18,608",748.0
Turkmenistan,1994,male,5-14 years,"2,56,11,18,608",748.0
Turkmenistan,1994,female,5-14 years,"2,56,11,18,608",748.0
Turkmenistan,1995,male,35-54 years,"2,48,22,28,440",650.0
Turkmenistan,1995,male,55-74 years,"2,48,22,28,440",650.0
Turkmenistan,1995,male,15-24 years,"2,48,22,28,440",650.0
Turkmenistan,1995,male,75+ years,"2,48,22,28,440",650.0
Turkmenistan,1995,male,25-34 years,"2,48,22,28,440",650.0
Turkmenistan,1995,female,15-24 years,"2,48,22,28,440",650.0
Turkmenistan,1995,female,55-74 years,"2,48,22,28,440",650.0
Turkmenistan,1995,female,25-34 years,"2,48,22,28,440",650.0
Turkmenistan,1995,female,75+ years,"2,48,22,28,440",650.0
Turkmenistan,1995,female,35-54 years,"2,48,22,28,440",650.0
Turkmenistan,1995,male,5-14 years,"2,48,22,28,440",650.0
Turkmenistan,1995,female,5-14 years,"2,48,22,28,440",650.0
Turkmenistan,1996,male,55-74 years,"2,37,92,81,768",608.0
Turkmenistan,1996,male,15-24 years,"2,37,92,81,768",608.0
Turkmenistan,1996,male,35-54 years,"2,37,92,81,768",608.0
Turkmenistan,1996,male,25-34 years,"2,37,92,81,768",608.0
Turkmenistan,1996,female,75+ years,"2,37,92,81,768",608.0
Turkmenistan,1996,male,75+ years,"2,37,92,81,768",608.0
Turkmenistan,1996,female,55-74 years,"2,37,92,81,768",608.0
Turkmenistan,1996,female,15-24 years,"2,37,92,81,768",608.0
Turkmenistan,1996,female,25-34 years,"2,37,92,81,768",608.0
Turkmenistan,1996,female,35-54 years,"2,37,92,81,768",608.0
Turkmenistan,1996,male,5-14 years,"2,37,92,81,768",608.0
Turkmenistan,1996,female,5-14 years,"2,37,92,81,768",608.0
Turkmenistan,1997,male,25-34 years,"2,45,00,84,970",612.0
Turkmenistan,1997,male,15-24 years,"2,45,00,84,970",612.0
Turkmenistan,1997,male,35-54 years,"2,45,00,84,970",612.0
Turkmenistan,1997,male,55-74 years,"2,45,00,84,970",612.0
Turkmenistan,1997,female,15-24 years,"2,45,00,84,970",612.0
Turkmenistan,1997,male,75+ years,"2,45,00,84,970",612.0
Turkmenistan,1997,female,35-54 years,"2,45,00,84,970",612.0
Turkmenistan,1997,female,55-74 years,"2,45,00,84,970",612.0
Turkmenistan,1997,female,75+ years,"2,45,00,84,970",612.0
Turkmenistan,1997,female,25-34 years,"2,45,00,84,970",612.0
Turkmenistan,1997,male,5-14 years,"2,45,00,84,970",612.0
Turkmenistan,1997,female,5-14 years,"2,45,00,84,970",612.0
Turkmenistan,1998,male,35-54 years,"2,60,56,88,065",636.0
Turkmenistan,1998,male,25-34 years,"2,60,56,88,065",636.0
Turkmenistan,1998,male,15-24 years,"2,60,56,88,065",636.0
Turkmenistan,1998,female,75+ years,"2,60,56,88,065",636.0
Turkmenistan,1998,male,55-74 years,"2,60,56,88,065",636.0
Turkmenistan,1998,male,75+ years,"2,60,56,88,065",636.0
Turkmenistan,1998,female,15-24 years,"2,60,56,88,065",636.0
Turkmenistan,1998,female,55-74 years,"2,60,56,88,065",636.0
Turkmenistan,1998,female,35-54 years,"2,60,56,88,065",636.0
Turkmenistan,1998,female,25-34 years,"2,60,56,88,065",636.0
Turkmenistan,1998,male,5-14 years,"2,60,56,88,065",636.0
Turkmenistan,1998,female,5-14 years,"2,60,56,88,065",636.0
Turkmenistan,1999,male,35-54 years,"2,45,06,86,660",619.0
Turkmenistan,1999,male,25-34 years,"2,45,06,86,660",619.0
Turkmenistan,1999,male,15-24 years,"2,45,06,86,660",619.0
Turkmenistan,1999,male,55-74 years,"2,45,06,86,660",619.0
Turkmenistan,1999,male,75+ years,"2,45,06,86,660",619.0
Turkmenistan,1999,female,15-24 years,"2,45,06,86,660",619.0
Turkmenistan,1999,female,25-34 years,"2,45,06,86,660",619.0
Turkmenistan,1999,female,75+ years,"2,45,06,86,660",619.0
Turkmenistan,1999,female,55-74 years,"2,45,06,86,660",619.0
Turkmenistan,1999,female,35-54 years,"2,45,06,86,660",619.0
Turkmenistan,1999,male,5-14 years,"2,45,06,86,660",619.0
Turkmenistan,1999,female,5-14 years,"2,45,06,86,660",619.0
Turkmenistan,2000,male,25-34 years,"2,90,46,62,605",721.0
Turkmenistan,2000,male,15-24 years,"2,90,46,62,605",721.0
Turkmenistan,2000,male,35-54 years,"2,90,46,62,605",721.0
Turkmenistan,2000,female,75+ years,"2,90,46,62,605",721.0
Turkmenistan,2000,male,55-74 years,"2,90,46,62,605",721.0
Turkmenistan,2000,female,15-24 years,"2,90,46,62,605",721.0
Turkmenistan,2000,female,25-34 years,"2,90,46,62,605",721.0
Turkmenistan,2000,female,35-54 years,"2,90,46,62,605",721.0
Turkmenistan,2000,female,55-74 years,"2,90,46,62,605",721.0
Turkmenistan,2000,male,5-14 years,"2,90,46,62,605",721.0
Turkmenistan,2000,female,5-14 years,"2,90,46,62,605",721.0
Turkmenistan,2000,male,75+ years,"2,90,46,62,605",721.0
Turkmenistan,2001,male,25-34 years,"3,53,48,03,922",863.0
Turkmenistan,2001,male,35-54 years,"3,53,48,03,922",863.0
Turkmenistan,2001,male,15-24 years,"3,53,48,03,922",863.0
Turkmenistan,2001,male,75+ years,"3,53,48,03,922",863.0
Turkmenistan,2001,male,55-74 years,"3,53,48,03,922",863.0
Turkmenistan,2001,female,15-24 years,"3,53,48,03,922",863.0
Turkmenistan,2001,female,25-34 years,"3,53,48,03,922",863.0
Turkmenistan,2001,female,55-74 years,"3,53,48,03,922",863.0
Turkmenistan,2001,female,35-54 years,"3,53,48,03,922",863.0
Turkmenistan,2001,male,5-14 years,"3,53,48,03,922",863.0
Turkmenistan,2001,female,5-14 years,"3,53,48,03,922",863.0
Turkmenistan,2001,female,75+ years,"3,53,48,03,922",863.0
Turkmenistan,2002,male,25-34 years,"4,46,19,78,499",1077.0
Turkmenistan,2002,male,35-54 years,"4,46,19,78,499",1077.0
Turkmenistan,2002,male,15-24 years,"4,46,19,78,499",1077.0
Turkmenistan,2002,male,55-74 years,"4,46,19,78,499",1077.0
Turkmenistan,2002,female,15-24 years,"4,46,19,78,499",1077.0
Turkmenistan,2002,female,25-34 years,"4,46,19,78,499",1077.0
Turkmenistan,2002,male,75+ years,"4,46,19,78,499",1077.0
Turkmenistan,2002,female,55-74 years,"4,46,19,78,499",1077.0
Turkmenistan,2002,female,75+ years,"4,46,19,78,499",1077.0
Turkmenistan,2002,female,35-54 years,"4,46,19,78,499",1077.0
Turkmenistan,2002,male,5-14 years,"4,46,19,78,499",1077.0
Turkmenistan,2002,female,5-14 years,"4,46,19,78,499",1077.0
Turkmenistan,2003,male,25-34 years,"5,97,75,60,877",1431.0
Turkmenistan,2003,male,35-54 years,"5,97,75,60,877",1431.0
Turkmenistan,2003,male,15-24 years,"5,97,75,60,877",1431.0
Turkmenistan,2003,male,75+ years,"5,97,75,60,877",1431.0
Turkmenistan,2003,female,15-24 years,"5,97,75,60,877",1431.0
Turkmenistan,2003,male,55-74 years,"5,97,75,60,877",1431.0
Turkmenistan,2003,female,75+ years,"5,97,75,60,877",1431.0
Turkmenistan,2003,female,25-34 years,"5,97,75,60,877",1431.0
Turkmenistan,2003,female,35-54 years,"5,97,75,60,877",1431.0
Turkmenistan,2003,female,55-74 years,"5,97,75,60,877",1431.0
Turkmenistan,2003,male,5-14 years,"5,97,75,60,877",1431.0
Turkmenistan,2003,female,5-14 years,"5,97,75,60,877",1431.0
Turkmenistan,2004,male,25-34 years,"6,83,83,51,088",1624.0
Turkmenistan,2004,male,35-54 years,"6,83,83,51,088",1624.0
Turkmenistan,2004,male,15-24 years,"6,83,83,51,088",1624.0
Turkmenistan,2004,male,75+ years,"6,83,83,51,088",1624.0
Turkmenistan,2004,male,55-74 years,"6,83,83,51,088",1624.0
Turkmenistan,2004,female,15-24 years,"6,83,83,51,088",1624.0
Turkmenistan,2004,female,75+ years,"6,83,83,51,088",1624.0
Turkmenistan,2004,female,25-34 years,"6,83,83,51,088",1624.0
Turkmenistan,2004,female,35-54 years,"6,83,83,51,088",1624.0
Turkmenistan,2004,female,55-74 years,"6,83,83,51,088",1624.0
Turkmenistan,2004,male,5-14 years,"6,83,83,51,088",1624.0
Turkmenistan,2004,female,5-14 years,"6,83,83,51,088",1624.0
Turkmenistan,2005,male,25-34 years,"8,10,43,55,717",1906.0
Turkmenistan,2005,male,35-54 years,"8,10,43,55,717",1906.0
Turkmenistan,2005,male,15-24 years,"8,10,43,55,717",1906.0
Turkmenistan,2005,male,55-74 years,"8,10,43,55,717",1906.0
Turkmenistan,2005,male,75+ years,"8,10,43,55,717",1906.0
Turkmenistan,2005,female,15-24 years,"8,10,43,55,717",1906.0
Turkmenistan,2005,female,25-34 years,"8,10,43,55,717",1906.0
Turkmenistan,2005,female,55-74 years,"8,10,43,55,717",1906.0
Turkmenistan,2005,female,35-54 years,"8,10,43,55,717",1906.0
Turkmenistan,2005,female,75+ years,"8,10,43,55,717",1906.0
Turkmenistan,2005,male,5-14 years,"8,10,43,55,717",1906.0
Turkmenistan,2005,female,5-14 years,"8,10,43,55,717",1906.0
Turkmenistan,2006,male,25-34 years,"10,27,75,98,152",2397.0
Turkmenistan,2006,male,35-54 years,"10,27,75,98,152",2397.0
Turkmenistan,2006,male,15-24 years,"10,27,75,98,152",2397.0
Turkmenistan,2006,male,75+ years,"10,27,75,98,152",2397.0
Turkmenistan,2006,male,55-74 years,"10,27,75,98,152",2397.0
Turkmenistan,2006,female,15-24 years,"10,27,75,98,152",2397.0
Turkmenistan,2006,female,35-54 years,"10,27,75,98,152",2397.0
Turkmenistan,2006,female,25-34 years,"10,27,75,98,152",2397.0
Turkmenistan,2006,female,75+ years,"10,27,75,98,152",2397.0
Turkmenistan,2006,female,55-74 years,"10,27,75,98,152",2397.0
Turkmenistan,2006,male,5-14 years,"10,27,75,98,152",2397.0
Turkmenistan,2006,female,5-14 years,"10,27,75,98,152",2397.0
Turkmenistan,2007,male,25-34 years,"12,66,41,65,103",2916.0
Turkmenistan,2007,male,35-54 years,"12,66,41,65,103",2916.0
Turkmenistan,2007,male,55-74 years,"12,66,41,65,103",2916.0
Turkmenistan,2007,male,15-24 years,"12,66,41,65,103",2916.0
Turkmenistan,2007,male,75+ years,"12,66,41,65,103",2916.0
Turkmenistan,2007,female,15-24 years,"12,66,41,65,103",2916.0
Turkmenistan,2007,female,25-34 years,"12,66,41,65,103",2916.0
Turkmenistan,2007,female,75+ years,"12,66,41,65,103",2916.0
Turkmenistan,2007,female,55-74 years,"12,66,41,65,103",2916.0
Turkmenistan,2007,female,35-54 years,"12,66,41,65,103",2916.0
Turkmenistan,2007,male,5-14 years,"12,66,41,65,103",2916.0
Turkmenistan,2007,female,5-14 years,"12,66,41,65,103",2916.0
Turkmenistan,2008,male,15-24 years,"19,27,15,23,179",4368.0
Turkmenistan,2008,male,25-34 years,"19,27,15,23,179",4368.0
Turkmenistan,2008,male,35-54 years,"19,27,15,23,179",4368.0
Turkmenistan,2008,female,15-24 years,"19,27,15,23,179",4368.0
Turkmenistan,2008,male,55-74 years,"19,27,15,23,179",4368.0
Turkmenistan,2008,male,75+ years,"19,27,15,23,179",4368.0
Turkmenistan,2008,female,25-34 years,"19,27,15,23,179",4368.0
Turkmenistan,2008,female,75+ years,"19,27,15,23,179",4368.0
Turkmenistan,2008,female,55-74 years,"19,27,15,23,179",4368.0
Turkmenistan,2008,female,35-54 years,"19,27,15,23,179",4368.0
Turkmenistan,2008,female,5-14 years,"19,27,15,23,179",4368.0
Turkmenistan,2008,male,5-14 years,"19,27,15,23,179",4368.0
Turkmenistan,2009,male,15-24 years,"20,21,43,85,965",4508.0
Turkmenistan,2009,male,75+ years,"20,21,43,85,965",4508.0
Turkmenistan,2009,male,25-34 years,"20,21,43,85,965",4508.0
Turkmenistan,2009,male,35-54 years,"20,21,43,85,965",4508.0
Turkmenistan,2009,male,55-74 years,"20,21,43,85,965",4508.0
Turkmenistan,2009,female,15-24 years,"20,21,43,85,965",4508.0
Turkmenistan,2009,female,25-34 years,"20,21,43,85,965",4508.0
Turkmenistan,2009,male,5-14 years,"20,21,43,85,965",4508.0
Turkmenistan,2009,female,35-54 years,"20,21,43,85,965",4508.0
Turkmenistan,2009,female,55-74 years,"20,21,43,85,965",4508.0
Turkmenistan,2009,female,5-14 years,"20,21,43,85,965",4508.0
Turkmenistan,2009,female,75+ years,"20,21,43,85,965",4508.0
Turkmenistan,2010,male,25-34 years,"22,58,31,57,895",4962.0
Turkmenistan,2010,male,15-24 years,"22,58,31,57,895",4962.0
Turkmenistan,2010,male,75+ years,"22,58,31,57,895",4962.0
Turkmenistan,2010,male,35-54 years,"22,58,31,57,895",4962.0
Turkmenistan,2010,male,55-74 years,"22,58,31,57,895",4962.0
Turkmenistan,2010,female,15-24 years,"22,58,31,57,895",4962.0
Turkmenistan,2010,female,25-34 years,"22,58,31,57,895",4962.0
Turkmenistan,2010,female,35-54 years,"22,58,31,57,895",4962.0
Turkmenistan,2010,female,5-14 years,"22,58,31,57,895",4962.0
Turkmenistan,2010,female,55-74 years,"22,58,31,57,895",4962.0
Turkmenistan,2010,male,5-14 years,"22,58,31,57,895",4962.0
Turkmenistan,2010,female,75+ years,"22,58,31,57,895",4962.0
Turkmenistan,2011,male,35-54 years,"29,23,33,33,333",6319.0
Turkmenistan,2011,male,15-24 years,"29,23,33,33,333",6319.0
Turkmenistan,2011,male,25-34 years,"29,23,33,33,333",6319.0
Turkmenistan,2011,male,55-74 years,"29,23,33,33,333",6319.0
Turkmenistan,2011,female,15-24 years,"29,23,33,33,333",6319.0
Turkmenistan,2011,male,75+ years,"29,23,33,33,333",6319.0
Turkmenistan,2011,female,55-74 years,"29,23,33,33,333",6319.0
Turkmenistan,2011,female,35-54 years,"29,23,33,33,333",6319.0
Turkmenistan,2011,female,25-34 years,"29,23,33,33,333",6319.0
Turkmenistan,2011,male,5-14 years,"29,23,33,33,333",6319.0
Turkmenistan,2011,female,5-14 years,"29,23,33,33,333",6319.0
Turkmenistan,2011,female,75+ years,"29,23,33,33,333",6319.0
Turkmenistan,2012,male,35-54 years,"35,16,42,10,526",7498.0
Turkmenistan,2012,male,15-24 years,"35,16,42,10,526",7498.0
Turkmenistan,2012,male,25-34 years,"35,16,42,10,526",7498.0
Turkmenistan,2012,female,15-24 years,"35,16,42,10,526",7498.0
Turkmenistan,2012,male,75+ years,"35,16,42,10,526",7498.0
Turkmenistan,2012,male,55-74 years,"35,16,42,10,526",7498.0
Turkmenistan,2012,female,25-34 years,"35,16,42,10,526",7498.0
Turkmenistan,2012,female,35-54 years,"35,16,42,10,526",7498.0
Turkmenistan,2012,female,5-14 years,"35,16,42,10,526",7498.0
Turkmenistan,2012,male,5-14 years,"35,16,42,10,526",7498.0
Turkmenistan,2012,female,55-74 years,"35,16,42,10,526",7498.0
Turkmenistan,2012,female,75+ years,"35,16,42,10,526",7498.0
Turkmenistan,2013,male,35-54 years,"39,19,75,43,860",8255.0
Turkmenistan,2013,male,25-34 years,"39,19,75,43,860",8255.0
Turkmenistan,2013,male,15-24 years,"39,19,75,43,860",8255.0
Turkmenistan,2013,female,15-24 years,"39,19,75,43,860",8255.0
Turkmenistan,2013,male,75+ years,"39,19,75,43,860",8255.0
Turkmenistan,2013,male,55-74 years,"39,19,75,43,860",8255.0
Turkmenistan,2013,female,25-34 years,"39,19,75,43,860",8255.0
Turkmenistan,2013,female,35-54 years,"39,19,75,43,860",8255.0
Turkmenistan,2013,female,55-74 years,"39,19,75,43,860",8255.0
Turkmenistan,2013,female,5-14 years,"39,19,75,43,860",8255.0
Turkmenistan,2013,female,75+ years,"39,19,75,43,860",8255.0
Turkmenistan,2013,male,5-14 years,"39,19,75,43,860",8255.0
Turkmenistan,2014,male,35-54 years,"43,52,42,10,526",9046.0
Turkmenistan,2014,male,25-34 years,"43,52,42,10,526",9046.0
Turkmenistan,2014,female,15-24 years,"43,52,42,10,526",9046.0
Turkmenistan,2014,male,15-24 years,"43,52,42,10,526",9046.0
Turkmenistan,2014,male,55-74 years,"43,52,42,10,526",9046.0
Turkmenistan,2014,female,25-34 years,"43,52,42,10,526",9046.0
Turkmenistan,2014,female,55-74 years,"43,52,42,10,526",9046.0
Turkmenistan,2014,female,35-54 years,"43,52,42,10,526",9046.0
Turkmenistan,2014,male,5-14 years,"43,52,42,10,526",9046.0
Turkmenistan,2014,female,5-14 years,"43,52,42,10,526",9046.0
Turkmenistan,2014,female,75+ years,"43,52,42,10,526",9046.0
Turkmenistan,2014,male,75+ years,"43,52,42,10,526",9046.0
Turkmenistan,2015,male,35-54 years,"35,79,96,28,571",7326.0
Turkmenistan,2015,male,15-24 years,"35,79,96,28,571",7326.0
Turkmenistan,2015,female,15-24 years,"35,79,96,28,571",7326.0
Turkmenistan,2015,male,55-74 years,"35,79,96,28,571",7326.0
Turkmenistan,2015,male,25-34 years,"35,79,96,28,571",7326.0
Turkmenistan,2015,female,25-34 years,"35,79,96,28,571",7326.0
Turkmenistan,2015,female,75+ years,"35,79,96,28,571",7326.0
Turkmenistan,2015,female,55-74 years,"35,79,96,28,571",7326.0
Turkmenistan,2015,female,35-54 years,"35,79,96,28,571",7326.0
Turkmenistan,2015,male,5-14 years,"35,79,96,28,571",7326.0
Turkmenistan,2015,female,5-14 years,"35,79,96,28,571",7326.0
Turkmenistan,2015,male,75+ years,"35,79,96,28,571",7326.0
Ukraine,1987,male,75+ years,"64,08,76,94,038",1353.0
Ukraine,1987,male,55-74 years,"64,08,76,94,038",1353.0
Ukraine,1987,male,35-54 years,"64,08,76,94,038",1353.0
Ukraine,1987,male,25-34 years,"64,08,76,94,038",1353.0
Ukraine,1987,female,75+ years,"64,08,76,94,038",1353.0
Ukraine,1987,female,55-74 years,"64,08,76,94,038",1353.0
Ukraine,1987,male,15-24 years,"64,08,76,94,038",1353.0
Ukraine,1987,female,35-54 years,"64,08,76,94,038",1353.0
Ukraine,1987,female,25-34 years,"64,08,76,94,038",1353.0
Ukraine,1987,female,15-24 years,"64,08,76,94,038",1353.0
Ukraine,1987,male,5-14 years,"64,08,76,94,038",1353.0
Ukraine,1987,female,5-14 years,"64,08,76,94,038",1353.0
Ukraine,1988,male,75+ years,"74,70,35,17,903",1571.0
Ukraine,1988,male,55-74 years,"74,70,35,17,903",1571.0
Ukraine,1988,male,35-54 years,"74,70,35,17,903",1571.0
Ukraine,1988,male,25-34 years,"74,70,35,17,903",1571.0
Ukraine,1988,female,75+ years,"74,70,35,17,903",1571.0
Ukraine,1988,female,55-74 years,"74,70,35,17,903",1571.0
Ukraine,1988,male,15-24 years,"74,70,35,17,903",1571.0
Ukraine,1988,female,35-54 years,"74,70,35,17,903",1571.0
Ukraine,1988,female,15-24 years,"74,70,35,17,903",1571.0
Ukraine,1988,female,25-34 years,"74,70,35,17,903",1571.0
Ukraine,1988,male,5-14 years,"74,70,35,17,903",1571.0
Ukraine,1988,female,5-14 years,"74,70,35,17,903",1571.0
Ukraine,1989,male,75+ years,"82,70,91,61,099",1732.0
Ukraine,1989,male,35-54 years,"82,70,91,61,099",1732.0
Ukraine,1989,male,55-74 years,"82,70,91,61,099",1732.0
Ukraine,1989,male,25-34 years,"82,70,91,61,099",1732.0
Ukraine,1989,female,75+ years,"82,70,91,61,099",1732.0
Ukraine,1989,male,15-24 years,"82,70,91,61,099",1732.0
Ukraine,1989,female,55-74 years,"82,70,91,61,099",1732.0
Ukraine,1989,female,35-54 years,"82,70,91,61,099",1732.0
Ukraine,1989,female,25-34 years,"82,70,91,61,099",1732.0
Ukraine,1989,female,15-24 years,"82,70,91,61,099",1732.0
Ukraine,1989,male,5-14 years,"82,70,91,61,099",1732.0
Ukraine,1989,female,5-14 years,"82,70,91,61,099",1732.0
Ukraine,1990,male,75+ years,"81,45,69,18,679",1698.0
Ukraine,1990,male,35-54 years,"81,45,69,18,679",1698.0
Ukraine,1990,male,55-74 years,"81,45,69,18,679",1698.0
Ukraine,1990,male,25-34 years,"81,45,69,18,679",1698.0
Ukraine,1990,female,75+ years,"81,45,69,18,679",1698.0
Ukraine,1990,male,15-24 years,"81,45,69,18,679",1698.0
Ukraine,1990,female,55-74 years,"81,45,69,18,679",1698.0
Ukraine,1990,female,35-54 years,"81,45,69,18,679",1698.0
Ukraine,1990,female,25-34 years,"81,45,69,18,679",1698.0
Ukraine,1990,female,15-24 years,"81,45,69,18,679",1698.0
Ukraine,1990,male,5-14 years,"81,45,69,18,679",1698.0
Ukraine,1990,female,5-14 years,"81,45,69,18,679",1698.0
Ukraine,1991,male,75+ years,"77,46,45,61,150",1607.0
Ukraine,1991,male,35-54 years,"77,46,45,61,150",1607.0
Ukraine,1991,male,55-74 years,"77,46,45,61,150",1607.0
Ukraine,1991,male,25-34 years,"77,46,45,61,150",1607.0
Ukraine,1991,female,75+ years,"77,46,45,61,150",1607.0
Ukraine,1991,male,15-24 years,"77,46,45,61,150",1607.0
Ukraine,1991,female,55-74 years,"77,46,45,61,150",1607.0
Ukraine,1991,female,35-54 years,"77,46,45,61,150",1607.0
Ukraine,1991,female,25-34 years,"77,46,45,61,150",1607.0
Ukraine,1991,female,15-24 years,"77,46,45,61,150",1607.0
Ukraine,1991,male,5-14 years,"77,46,45,61,150",1607.0
